raceYear,State,AreaNumber,transition
1974,Alabama,1,0.0
1974,Alabama,2,0.0
1974,Alabama,3,4.0
1974,Alabama,4,4.0
1974,Alabama,5,4.0
1974,Alabama,6,0.0
1974,Alabama,7,4.0
1974,Alaska,1,3.0
1974,Arizona,1,0.0
1974,Arizona,2,4.0
1974,Arizona,3,0.0
1974,Arizona,4,0.0
1974,Arkansas,1,4.0
1974,Arkansas,2,4.0
1974,Arkansas,3,0.0
1974,Arkansas,4,4.0
1974,California,1,1.0
1974,California,2,3.0
1974,California,3,4.0
1974,California,4,4.0
1974,California,5,4.0
1974,California,6,1.0
1974,California,7,4.0
1974,California,8,4.0
1974,California,9,4.0
1974,California,10,1.0
1974,California,11,4.0
1974,California,12,0.0
1974,California,13,1.0
1974,California,14,4.0
1974,California,15,4.0
1974,California,16,3.0
1974,California,17,1.0
1974,California,18,0.0
1974,California,19,3.0
1974,California,20,0.0
1974,California,21,4.0
1974,California,22,3.0
1974,California,23,1.0
1974,California,24,1.0
1974,California,25,1.0
1974,California,26,3.0
1974,California,27,0.0
1974,California,28,1.0
1974,California,29,4.0
1974,California,30,4.0
1974,California,31,4.0
1974,California,32,1.0
1974,California,33,0.0
1974,California,34,4.0
1974,California,35,4.0
1974,California,36,1.0
1974,California,37,3.0
1974,California,38,4.0
1974,California,39,0.0
1974,California,40,0.0
1974,California,41,3.0
1974,California,42,1.0
1974,California,43,0.0
1974,Colorado,1,4.0
1974,Colorado,2,1.0
1974,Colorado,3,4.0
1974,Colorado,4,0.0
1974,Colorado,5,0.0
1974,Connecticut,1,4.0
1974,Connecticut,2,1.0
1974,Connecticut,3,4.0
1974,Connecticut,4,0.0
1974,Connecticut,5,0.0
1974,Connecticut,6,4.0
1974,Delaware,1,0.0
1974,Florida,1,4.0
1974,Florida,2,4.0
1974,Florida,3,4.0
1974,Florida,4,4.0
1974,Florida,5,3.0
1974,Florida,6,0.0
1974,Florida,7,4.0
1974,Florida,8,4.0
1974,Florida,9,0.0
1974,Florida,10,0.0
1974,Florida,11,4.0
1974,Florida,12,0.0
1974,Florida,13,4.0
1974,Florida,14,4.0
1974,Florida,15,4.0
1974,Georgia,1,4.0
1974,Georgia,2,4.0
1974,Georgia,3,4.0
1974,Georgia,4,1.0
1974,Georgia,5,4.0
1974,Georgia,6,4.0
1974,Georgia,7,4.0
1974,Georgia,8,4.0
1974,Georgia,9,4.0
1974,Georgia,10,4.0
1974,Hawaii,1,4.0
1974,Hawaii,2,4.0
1974,Idaho,1,0.0
1974,Idaho,2,0.0
1974,Illinois,1,4.0
1974,Illinois,2,4.0
1974,Illinois,3,1.0
1974,Illinois,4,0.0
1974,Illinois,5,4.0
1974,Illinois,6,0.0
1974,Illinois,7,4.0
1974,Illinois,8,4.0
1974,Illinois,9,4.0
1974,Illinois,10,1.0
1974,Illinois,11,4.0
1974,Illinois,12,0.0
1974,Illinois,13,0.0
1974,Illinois,14,0.0
1974,Illinois,15,1.0
1974,Illinois,16,0.0
1974,Illinois,17,0.0
1974,Illinois,18,0.0
1974,Illinois,19,0.0
1974,Illinois,20,0.0
1974,Illinois,21,0.0
1974,Illinois,22,4.0
1974,Illinois,23,4.0
1974,Illinois,24,4.0
1974,Indiana,1,4.0
1974,Indiana,2,1.0
1974,Indiana,3,4.0
1974,Indiana,4,4.0
1974,Indiana,5,0.0
1974,Indiana,6,1.0
1974,Indiana,7,0.0
1974,Indiana,8,1.0
1974,Indiana,9,4.0
1974,Indiana,10,1.0
1974,Indiana,11,1.0
1974,Iowa,1,4.0
1974,Iowa,2,4.0
1974,Iowa,3,0.0
1974,Iowa,4,4.0
1974,Iowa,5,1.0
1974,Iowa,6,1.0
1974,Kansas,1,0.0
1974,Kansas,2,4.0
1974,Kansas,3,0.0
1974,Kansas,4,0.0
1974,Kansas,5,0.0
1974,Kentucky,1,4.0
1974,Kentucky,2,4.0
1974,Kentucky,3,4.0
1974,Kentucky,4,0.0
1974,Kentucky,5,0.0
1974,Kentucky,6,4.0
1974,Kentucky,7,4.0
1974,Louisiana,1,4.0
1974,Louisiana,2,4.0
1974,Louisiana,3,0.0
1974,Louisiana,4,4.0
1974,Louisiana,5,4.0
1974,Louisiana,6,3.0
1974,Louisiana,7,4.0
1974,Louisiana,8,4.0
1974,Maine,1,3.0
1974,Maine,2,0.0
1974,Maryland,1,0.0
1974,Maryland,2,4.0
1974,Maryland,3,4.0
1974,Maryland,4,0.0
1974,Maryland,5,1.0
1974,Maryland,6,4.0
1974,Maryland,7,4.0
1974,Maryland,8,0.0
1974,Massachusetts,1,0.0
1974,Massachusetts,2,4.0
1974,Massachusetts,3,4.0
1974,Massachusetts,4,4.0
1974,Massachusetts,5,1.0
1974,Massachusetts,6,4.0
1974,Massachusetts,7,4.0
1974,Massachusetts,8,4.0
1974,Massachusetts,9,7.0
1974,Massachusetts,10,0.0
1974,Massachusetts,11,4.0
1974,Massachusetts,12,4.0
1974,Michigan,1,4.0
1974,Michigan,2,0.0
1974,Michigan,3,0.0
1974,Michigan,4,0.0
1974,Michigan,5,1.0
1974,Michigan,6,1.0
1974,Michigan,7,1.0
1974,Michigan,8,1.0
1974,Michigan,9,0.0
1974,Michigan,10,0.0
1974,Michigan,11,0.0
1974,Michigan,12,4.0
1974,Michigan,13,4.0
1974,Michigan,14,4.0
1974,Michigan,15,4.0
1974,Michigan,16,4.0
1974,Michigan,17,4.0
1974,Michigan,18,1.0
1974,Michigan,19,0.0
1974,Minnesota,1,0.0
1974,Minnesota,2,0.0
1974,Minnesota,3,0.0
1974,Minnesota,4,4.0
1974,Minnesota,5,4.0
1974,Minnesota,6,1.0
1974,Minnesota,7,4.0
1974,Minnesota,8,4.0
1974,Mississippi,1,4.0
1974,Mississippi,2,4.0
1974,Mississippi,3,4.0
1974,Mississippi,4,0.0
1974,Mississippi,5,0.0
1974,Missouri,1,4.0
1974,Missouri,2,4.0
1974,Missouri,3,4.0
1974,Missouri,4,4.0
1974,Missouri,5,4.0
1974,Missouri,6,4.0
1974,Missouri,7,0.0
1974,Missouri,8,4.0
1974,Missouri,9,4.0
1974,Missouri,10,4.0
1974,Montana,1,1.0
1974,Montana,2,4.0
1974,Nebraska,1,0.0
1974,Nebraska,2,0.0
1974,Nebraska,3,0.0
1974,Nevada,1,1.0
1974,New Hampshire,1,1.0
1974,New Hampshire,2,0.0
1974,New Jersey,1,1.0
1974,New Jersey,2,1.0
1974,New Jersey,3,4.0
1974,New Jersey,4,4.0
1974,New Jersey,5,0.0
1974,New Jersey,6,0.0
1974,New Jersey,7,1.0
1974,New Jersey,8,4.0
1974,New Jersey,9,4.0
1974,New Jersey,10,4.0
1974,New Jersey,11,4.0
1974,New Jersey,12,0.0
1974,New Jersey,13,1.0
1974,New Jersey,14,4.0
1974,New Jersey,15,4.0
1974,New Mexico,1,0.0
1974,New Mexico,2,4.0
1974,New York,1,4.0
1974,New York,2,1.0
1974,New York,3,1.0
1974,New York,4,0.0
1974,New York,5,0.0
1974,New York,6,4.0
1974,New York,7,4.0
1974,New York,8,4.0
1974,New York,9,4.0
1974,New York,10,4.0
1974,New York,11,4.0
1974,New York,12,4.0
1974,New York,13,4.0
1974,New York,14,4.0
1974,New York,15,4.0
1974,New York,16,4.0
1974,New York,17,4.0
1974,New York,18,4.0
1974,New York,19,4.0
1974,New York,20,4.0
1974,New York,21,4.0
1974,New York,22,4.0
1974,New York,23,0.0
1974,New York,24,4.0
1974,New York,25,0.0
1974,New York,26,0.0
1974,New York,27,1.0
1974,New York,28,4.0
1974,New York,29,1.0
1974,New York,30,0.0
1974,New York,31,0.0
1974,New York,32,4.0
1974,New York,33,0.0
1974,New York,34,0.0
1974,New York,35,0.0
1974,New York,36,1.0
1974,New York,37,4.0
1974,New York,38,0.0
1974,New York,39,0.0
1974,North Carolina,1,4.0
1974,North Carolina,2,4.0
1974,North Carolina,3,4.0
1974,North Carolina,4,4.0
1974,North Carolina,5,1.0
1974,North Carolina,6,4.0
1974,North Carolina,7,4.0
1974,North Carolina,8,1.0
1974,North Carolina,9,0.0
1974,North Carolina,10,0.0
1974,North Carolina,11,4.0
1974,North Dakota,1,0.0
1974,Ohio,1,0.0
1974,Ohio,2,0.0
1974,Ohio,3,0.0
1974,Ohio,4,0.0
1974,Ohio,5,0.0
1974,Ohio,6,0.0
1974,Ohio,7,0.0
1974,Ohio,8,0.0
1974,Ohio,9,4.0
1974,Ohio,10,0.0
1974,Ohio,11,0.0
1974,Ohio,12,0.0
1974,Ohio,13,0.0
1974,Ohio,14,4.0
1974,Ohio,15,0.0
1974,Ohio,16,0.0
1974,Ohio,17,0.0
1974,Ohio,18,4.0
1974,Ohio,19,4.0
1974,Ohio,20,4.0
1974,Ohio,21,4.0
1974,Ohio,22,4.0
1974,Ohio,23,1.0
1974,Oklahoma,1,4.0
1974,Oklahoma,2,4.0
1974,Oklahoma,3,4.0
1974,Oklahoma,4,4.0
1974,Oklahoma,5,4.0
1974,Oklahoma,6,1.0
1974,Oregon,1,1.0
1974,Oregon,2,4.0
1974,Oregon,3,4.0
1974,Oregon,4,1.0
1974,Pennsylvania,1,4.0
1974,Pennsylvania,2,4.0
1974,Pennsylvania,3,4.0
1974,Pennsylvania,4,4.0
1974,Pennsylvania,5,0.0
1974,Pennsylvania,6,4.0
1974,Pennsylvania,7,1.0
1974,Pennsylvania,8,0.0
1974,Pennsylvania,9,0.0
1974,Pennsylvania,10,0.0
1974,Pennsylvania,11,4.0
1974,Pennsylvania,12,1.0
1974,Pennsylvania,13,0.0
1974,Pennsylvania,14,4.0
1974,Pennsylvania,15,4.0
1974,Pennsylvania,16,0.0
1974,Pennsylvania,17,0.0
1974,Pennsylvania,18,0.0
1974,Pennsylvania,19,0.0
1974,Pennsylvania,20,4.0
1974,Pennsylvania,21,4.0
1974,Pennsylvania,22,4.0
1974,Pennsylvania,23,0.0
1974,Pennsylvania,24,4.0
1974,Pennsylvania,25,3.0
1974,Rhode Island,1,4.0
1974,Rhode Island,2,4.0
1974,South Carolina,1,4.0
1974,South Carolina,2,0.0
1974,South Carolina,3,4.0
1974,South Carolina,4,4.0
1974,South Carolina,5,4.0
1974,South Carolina,6,1.0
1974,South Dakota,1,3.0
1974,South Dakota,2,0.0
1974,Tennessee,1,0.0
1974,Tennessee,2,0.0
1974,Tennessee,3,1.0
1974,Tennessee,4,4.0
1974,Tennessee,5,4.0
1974,Tennessee,6,1.0
1974,Tennessee,7,3.0
1974,Tennessee,8,1.0
1974,Texas,1,4.0
1974,Texas,2,4.0
1974,Texas,3,0.0
1974,Texas,4,4.0
1974,Texas,5,0.0
1974,Texas,6,4.0
1974,Texas,7,0.0
1974,Texas,8,4.0
1974,Texas,9,4.0
1974,Texas,10,4.0
1974,Texas,11,4.0
1974,Texas,12,4.0
1974,Texas,13,1.0
1974,Texas,14,4.0
1974,Texas,15,4.0
1974,Texas,16,4.0
1974,Texas,17,4.0
1974,Texas,18,4.0
1974,Texas,19,4.0
1974,Texas,20,4.0
1974,Texas,21,4.0
1974,Texas,22,4.0
1974,Texas,23,4.0
1974,Texas,24,4.0
1974,Utah,1,4.0
1974,Utah,2,4.0
1974,Vermont,1,0.0
1974,Virginia,1,4.0
1974,Virginia,2,0.0
1974,Virginia,3,4.0
1974,Virginia,4,0.0
1974,Virginia,5,4.0
1974,Virginia,6,0.0
1974,Virginia,7,0.0
1974,Virginia,8,1.0
1974,Virginia,9,0.0
1974,Virginia,10,1.0
1974,Washington,1,0.0
1974,Washington,2,4.0
1974,Washington,3,4.0
1974,Washington,4,4.0
1974,Washington,5,4.0
1974,Washington,6,4.0
1974,Washington,7,4.0
1974,West Virginia,1,4.0
1974,West Virginia,2,4.0
1974,West Virginia,3,4.0
1974,West Virginia,4,4.0
1974,Wisconsin,1,4.0
1974,Wisconsin,2,4.0
1974,Wisconsin,3,1.0
1974,Wisconsin,4,4.0
1974,Wisconsin,5,4.0
1974,Wisconsin,6,0.0
1974,Wisconsin,7,4.0
1974,Wisconsin,8,1.0
1974,Wisconsin,9,0.0
1974,Wyoming,1,4.0
1976,Alabama,1,0.0
1976,Alabama,2,0.0
1976,Alabama,3,4.0
1976,Alabama,4,4.0
1976,Alabama,5,4.0
1976,Alabama,6,0.0
1976,Alabama,7,4.0
1976,Alaska,1,0.0
1976,Arizona,1,0.0
1976,Arizona,2,4.0
1976,Arizona,3,1.0
1976,Arizona,4,0.0
1976,Arkansas,1,4.0
1976,Arkansas,2,4.0
1976,Arkansas,3,0.0
1976,Arkansas,4,4.0
1976,California,1,4.0
1976,California,2,0.0
1976,California,3,4.0
1976,California,4,4.0
1976,California,5,4.0
1976,California,6,4.0
1976,California,7,4.0
1976,California,8,4.0
1976,California,9,4.0
1976,California,10,4.0
1976,California,11,4.0
1976,California,12,0.0
1976,California,13,4.0
1976,California,14,4.0
1976,California,15,4.0
1976,California,16,1.0
1976,California,17,4.0
1976,California,18,0.0
1976,California,19,0.0
1976,California,20,0.0
1976,California,21,4.0
1976,California,22,0.0
1976,California,23,4.0
1976,California,24,4.0
1976,California,25,4.0
1976,California,26,0.0
1976,California,27,0.0
1976,California,28,4.0
1976,California,29,4.0
1976,California,30,4.0
1976,California,31,4.0
1976,California,32,4.0
1976,California,33,0.0
1976,California,34,4.0
1976,California,35,4.0
1976,California,36,4.0
1976,California,37,0.0
1976,California,38,4.0
1976,California,39,0.0
1976,California,40,0.0
1976,California,41,0.0
1976,California,42,4.0
1976,California,43,0.0
1976,Colorado,1,4.0
1976,Colorado,2,4.0
1976,Colorado,3,4.0
1976,Colorado,4,0.0
1976,Colorado,5,0.0
1976,Connecticut,1,4.0
1976,Connecticut,2,4.0
1976,Connecticut,3,4.0
1976,Connecticut,4,0.0
1976,Connecticut,5,0.0
1976,Connecticut,6,4.0
1976,Delaware,1,0.0
1976,Florida,1,4.0
1976,Florida,2,4.0
1976,Florida,3,4.0
1976,Florida,4,4.0
1976,Florida,5,0.0
1976,Florida,6,0.0
1976,Florida,7,4.0
1976,Florida,8,4.0
1976,Florida,9,0.0
1976,Florida,10,0.0
1976,Florida,11,4.0
1976,Florida,12,0.0
1976,Florida,13,4.0
1976,Florida,14,4.0
1976,Florida,15,4.0
1976,Georgia,1,4.0
1976,Georgia,2,4.0
1976,Georgia,3,4.0
1976,Georgia,4,4.0
1976,Georgia,5,4.0
1976,Georgia,6,4.0
1976,Georgia,7,4.0
1976,Georgia,8,4.0
1976,Georgia,9,4.0
1976,Georgia,10,4.0
1976,Hawaii,1,4.0
1976,Hawaii,2,4.0
1976,Idaho,1,0.0
1976,Idaho,2,0.0
1976,Illinois,1,4.0
1976,Illinois,2,4.0
1976,Illinois,3,4.0
1976,Illinois,4,0.0
1976,Illinois,5,4.0
1976,Illinois,6,0.0
1976,Illinois,7,4.0
1976,Illinois,8,4.0
1976,Illinois,9,4.0
1976,Illinois,10,4.0
1976,Illinois,11,4.0
1976,Illinois,12,0.0
1976,Illinois,13,0.0
1976,Illinois,14,0.0
1976,Illinois,15,3.0
1976,Illinois,16,0.0
1976,Illinois,17,0.0
1976,Illinois,18,0.0
1976,Illinois,19,0.0
1976,Illinois,20,0.0
1976,Illinois,21,0.0
1976,Illinois,22,4.0
1976,Illinois,23,4.0
1976,Illinois,24,4.0
1976,Indiana,1,4.0
1976,Indiana,2,4.0
1976,Indiana,3,4.0
1976,Indiana,4,3.0
1976,Indiana,5,0.0
1976,Indiana,6,4.0
1976,Indiana,7,0.0
1976,Indiana,8,4.0
1976,Indiana,9,4.0
1976,Indiana,10,4.0
1976,Indiana,11,4.0
1976,Iowa,1,3.0
1976,Iowa,2,4.0
1976,Iowa,3,0.0
1976,Iowa,4,4.0
1976,Iowa,5,4.0
1976,Iowa,6,4.0
1976,Kansas,1,0.0
1976,Kansas,2,4.0
1976,Kansas,3,0.0
1976,Kansas,4,1.0
1976,Kansas,5,0.0
1976,Kentucky,1,4.0
1976,Kentucky,2,4.0
1976,Kentucky,3,4.0
1976,Kentucky,4,0.0
1976,Kentucky,5,0.0
1976,Kentucky,6,4.0
1976,Kentucky,7,4.0
1976,Louisiana,1,4.0
1976,Louisiana,2,4.0
1976,Louisiana,3,0.0
1976,Louisiana,4,4.0
1976,Louisiana,5,4.0
1976,Louisiana,6,0.0
1976,Louisiana,7,4.0
1976,Louisiana,8,4.0
1976,Maine,1,0.0
1976,Maine,2,0.0
1976,Maryland,1,0.0
1976,Maryland,2,4.0
1976,Maryland,3,4.0
1976,Maryland,4,0.0
1976,Maryland,5,4.0
1976,Maryland,6,4.0
1976,Maryland,7,4.0
1976,Maryland,8,0.0
1976,Massachusetts,1,0.0
1976,Massachusetts,2,4.0
1976,Massachusetts,3,4.0
1976,Massachusetts,4,4.0
1976,Massachusetts,5,4.0
1976,Massachusetts,6,4.0
1976,Massachusetts,7,4.0
1976,Massachusetts,8,4.0
1976,Massachusetts,9,4.0
1976,Massachusetts,10,0.0
1976,Massachusetts,11,4.0
1976,Massachusetts,12,4.0
1976,Michigan,1,4.0
1976,Michigan,2,0.0
1976,Michigan,3,0.0
1976,Michigan,4,0.0
1976,Michigan,5,3.0
1976,Michigan,6,4.0
1976,Michigan,7,4.0
1976,Michigan,8,4.0
1976,Michigan,9,0.0
1976,Michigan,10,0.0
1976,Michigan,11,0.0
1976,Michigan,12,4.0
1976,Michigan,13,4.0
1976,Michigan,14,4.0
1976,Michigan,15,4.0
1976,Michigan,16,4.0
1976,Michigan,17,4.0
1976,Michigan,18,4.0
1976,Michigan,19,0.0
1976,Minnesota,1,0.0
1976,Minnesota,2,0.0
1976,Minnesota,3,0.0
1976,Minnesota,4,4.0
1976,Minnesota,5,4.0
1976,Minnesota,6,4.0
1976,Minnesota,7,4.0
1976,Minnesota,8,4.0
1976,Mississippi,1,4.0
1976,Mississippi,2,4.0
1976,Mississippi,3,4.0
1976,Mississippi,4,0.0
1976,Mississippi,5,0.0
1976,Missouri,1,4.0
1976,Missouri,2,4.0
1976,Missouri,3,4.0
1976,Missouri,4,4.0
1976,Missouri,5,4.0
1976,Missouri,6,3.0
1976,Missouri,7,0.0
1976,Missouri,8,4.0
1976,Missouri,9,4.0
1976,Missouri,10,4.0
1976,Montana,1,4.0
1976,Montana,2,3.0
1976,Nebraska,1,0.0
1976,Nebraska,2,1.0
1976,Nebraska,3,0.0
1976,Nevada,1,4.0
1976,New Hampshire,1,4.0
1976,New Hampshire,2,0.0
1976,New Jersey,1,4.0
1976,New Jersey,2,4.0
1976,New Jersey,3,4.0
1976,New Jersey,4,4.0
1976,New Jersey,5,0.0
1976,New Jersey,6,0.0
1976,New Jersey,7,4.0
1976,New Jersey,8,4.0
1976,New Jersey,9,3.0
1976,New Jersey,10,4.0
1976,New Jersey,11,4.0
1976,New Jersey,12,0.0
1976,New Jersey,13,4.0
1976,New Jersey,14,4.0
1976,New Jersey,15,4.0
1976,New Mexico,1,0.0
1976,New Mexico,2,4.0
1976,New York,1,4.0
1976,New York,2,4.0
1976,New York,3,4.0
1976,New York,4,0.0
1976,New York,5,0.0
1976,New York,6,4.0
1976,New York,7,4.0
1976,New York,8,4.0
1976,New York,9,4.0
1976,New York,10,4.0
1976,New York,11,4.0
1976,New York,12,4.0
1976,New York,13,4.0
1976,New York,14,4.0
1976,New York,15,4.0
1976,New York,16,4.0
1976,New York,17,4.0
1976,New York,18,4.0
1976,New York,19,4.0
1976,New York,20,4.0
1976,New York,21,4.0
1976,New York,22,4.0
1976,New York,23,0.0
1976,New York,24,4.0
1976,New York,25,0.0
1976,New York,26,0.0
1976,New York,27,4.0
1976,New York,28,4.0
1976,New York,29,4.0
1976,New York,30,0.0
1976,New York,31,0.0
1976,New York,32,4.0
1976,New York,33,0.0
1976,New York,34,0.0
1976,New York,35,0.0
1976,New York,36,4.0
1976,New York,37,4.0
1976,New York,38,0.0
1976,New York,39,1.0
1976,North Carolina,1,4.0
1976,North Carolina,2,4.0
1976,North Carolina,3,4.0
1976,North Carolina,4,4.0
1976,North Carolina,5,4.0
1976,North Carolina,6,4.0
1976,North Carolina,7,4.0
1976,North Carolina,8,4.0
1976,North Carolina,9,0.0
1976,North Carolina,10,0.0
1976,North Carolina,11,4.0
1976,North Dakota,1,0.0
1976,Ohio,1,0.0
1976,Ohio,2,1.0
1976,Ohio,3,0.0
1976,Ohio,4,0.0
1976,Ohio,5,0.0
1976,Ohio,6,0.0
1976,Ohio,7,0.0
1976,Ohio,8,0.0
1976,Ohio,9,4.0
1976,Ohio,10,0.0
1976,Ohio,11,0.0
1976,Ohio,12,0.0
1976,Ohio,13,1.0
1976,Ohio,14,4.0
1976,Ohio,15,0.0
1976,Ohio,16,0.0
1976,Ohio,17,0.0
1976,Ohio,18,4.0
1976,Ohio,19,4.0
1976,Ohio,20,4.0
1976,Ohio,21,4.0
1976,Ohio,22,4.0
1976,Ohio,23,4.0
1976,Oklahoma,1,4.0
1976,Oklahoma,2,4.0
1976,Oklahoma,3,4.0
1976,Oklahoma,4,4.0
1976,Oklahoma,5,3.0
1976,Oklahoma,6,4.0
1976,Oregon,1,4.0
1976,Oregon,2,4.0
1976,Oregon,3,4.0
1976,Oregon,4,4.0
1976,Pennsylvania,1,4.0
1976,Pennsylvania,2,4.0
1976,Pennsylvania,3,4.0
1976,Pennsylvania,4,4.0
1976,Pennsylvania,5,0.0
1976,Pennsylvania,6,4.0
1976,Pennsylvania,7,4.0
1976,Pennsylvania,8,1.0
1976,Pennsylvania,9,0.0
1976,Pennsylvania,10,0.0
1976,Pennsylvania,11,4.0
1976,Pennsylvania,12,4.0
1976,Pennsylvania,13,0.0
1976,Pennsylvania,14,4.0
1976,Pennsylvania,15,4.0
1976,Pennsylvania,16,0.0
1976,Pennsylvania,17,1.0
1976,Pennsylvania,18,1.0
1976,Pennsylvania,19,0.0
1976,Pennsylvania,20,4.0
1976,Pennsylvania,21,4.0
1976,Pennsylvania,22,4.0
1976,Pennsylvania,23,1.0
1976,Pennsylvania,24,3.0
1976,Pennsylvania,25,0.0
1976,Rhode Island,1,4.0
1976,Rhode Island,2,4.0
1976,South Carolina,1,4.0
1976,South Carolina,2,0.0
1976,South Carolina,3,4.0
1976,South Carolina,4,4.0
1976,South Carolina,5,4.0
1976,South Carolina,6,4.0
1976,South Dakota,1,0.0
1976,South Dakota,2,0.0
1976,Tennessee,1,0.0
1976,Tennessee,2,0.0
1976,Tennessee,3,4.0
1976,Tennessee,4,4.0
1976,Tennessee,5,4.0
1976,Tennessee,6,3.0
1976,Tennessee,7,1.0
1976,Tennessee,8,4.0
1976,Texas,1,4.0
1976,Texas,2,4.0
1976,Texas,3,0.0
1976,Texas,4,4.0
1976,Texas,5,1.0
1976,Texas,6,4.0
1976,Texas,7,0.0
1976,Texas,8,4.0
1976,Texas,9,4.0
1976,Texas,10,4.0
1976,Texas,11,4.0
1976,Texas,12,4.0
1976,Texas,13,4.0
1976,Texas,14,4.0
1976,Texas,15,4.0
1976,Texas,16,4.0
1976,Texas,17,4.0
1976,Texas,18,4.0
1976,Texas,19,4.0
1976,Texas,20,4.0
1976,Texas,21,4.0
1976,Texas,22,4.0
1976,Texas,23,4.0
1976,Texas,24,4.0
1976,Utah,1,4.0
1976,Utah,2,3.0
1976,Vermont,1,0.0
1976,Virginia,1,3.0
1976,Virginia,2,0.0
1976,Virginia,3,4.0
1976,Virginia,4,0.0
1976,Virginia,5,4.0
1976,Virginia,6,0.0
1976,Virginia,7,0.0
1976,Virginia,8,4.0
1976,Virginia,9,0.0
1976,Virginia,10,4.0
1976,Washington,1,0.0
1976,Washington,2,4.0
1976,Washington,3,4.0
1976,Washington,4,4.0
1976,Washington,5,4.0
1976,Washington,6,4.0
1976,Washington,7,4.0
1976,West Virginia,1,4.0
1976,West Virginia,2,4.0
1976,West Virginia,3,4.0
1976,West Virginia,4,4.0
1976,Wisconsin,1,4.0
1976,Wisconsin,2,4.0
1976,Wisconsin,3,4.0
1976,Wisconsin,4,4.0
1976,Wisconsin,5,4.0
1976,Wisconsin,6,0.0
1976,Wisconsin,7,4.0
1976,Wisconsin,8,4.0
1976,Wisconsin,9,0.0
1976,Wyoming,1,4.0
1978,Alabama,1,0.0
1978,Alabama,2,0.0
1978,Alabama,3,4.0
1978,Alabama,4,4.0
1978,Alabama,5,4.0
1978,Alabama,6,0.0
1978,Alabama,7,4.0
1978,Alaska,1,0.0
1978,Arizona,1,0.0
1978,Arizona,2,4.0
1978,Arizona,3,4.0
1978,Arizona,4,0.0
1978,Arkansas,1,4.0
1978,Arkansas,2,3.0
1978,Arkansas,3,0.0
1978,Arkansas,4,4.0
1978,California,1,4.0
1978,California,2,0.0
1978,California,3,4.0
1978,California,4,4.0
1978,California,5,4.0
1978,California,6,4.0
1978,California,7,4.0
1978,California,8,4.0
1978,California,9,4.0
1978,California,10,4.0
1978,California,11,4.0
1978,California,12,0.0
1978,California,13,4.0
1978,California,14,3.0
1978,California,15,4.0
1978,California,16,4.0
1978,California,17,3.0
1978,California,18,0.0
1978,California,19,0.0
1978,California,20,0.0
1978,California,21,4.0
1978,California,22,0.0
1978,California,23,4.0
1978,California,24,4.0
1978,California,25,4.0
1978,California,26,0.0
1978,California,27,0.0
1978,California,28,4.0
1978,California,29,4.0
1978,California,30,4.0
1978,California,31,4.0
1978,California,32,4.0
1978,California,33,0.0
1978,California,34,3.0
1978,California,35,4.0
1978,California,36,4.0
1978,California,37,0.0
1978,California,38,4.0
1978,California,39,0.0
1978,California,40,0.0
1978,California,41,0.0
1978,California,42,4.0
1978,California,43,0.0
1978,Colorado,1,4.0
1978,Colorado,2,4.0
1978,Colorado,3,4.0
1978,Colorado,4,0.0
1978,Colorado,5,0.0
1978,Connecticut,1,4.0
1978,Connecticut,2,4.0
1978,Connecticut,3,4.0
1978,Connecticut,4,0.0
1978,Connecticut,5,1.0
1978,Connecticut,6,4.0
1978,Delaware,1,0.0
1978,Florida,1,4.0
1978,Florida,2,4.0
1978,Florida,3,4.0
1978,Florida,4,4.0
1978,Florida,5,0.0
1978,Florida,6,0.0
1978,Florida,7,4.0
1978,Florida,8,4.0
1978,Florida,9,1.0
1978,Florida,10,0.0
1978,Florida,11,4.0
1978,Florida,12,1.0
1978,Florida,13,4.0
1978,Florida,14,4.0
1978,Florida,15,4.0
1978,Georgia,1,4.0
1978,Georgia,2,4.0
1978,Georgia,3,4.0
1978,Georgia,4,4.0
1978,Georgia,5,4.0
1978,Georgia,6,3.0
1978,Georgia,7,4.0
1978,Georgia,8,4.0
1978,Georgia,9,4.0
1978,Georgia,10,4.0
1978,Hawaii,1,4.0
1978,Hawaii,2,4.0
1978,Idaho,1,0.0
1978,Idaho,2,0.0
1978,Illinois,1,4.0
1978,Illinois,2,4.0
1978,Illinois,3,4.0
1978,Illinois,4,0.0
1978,Illinois,5,4.0
1978,Illinois,6,0.0
1978,Illinois,7,4.0
1978,Illinois,8,4.0
1978,Illinois,9,4.0
1978,Illinois,10,4.0
1978,Illinois,11,4.0
1978,Illinois,12,0.0
1978,Illinois,13,0.0
1978,Illinois,14,0.0
1978,Illinois,15,0.0
1978,Illinois,16,0.0
1978,Illinois,17,0.0
1978,Illinois,18,0.0
1978,Illinois,19,0.0
1978,Illinois,20,0.0
1978,Illinois,21,0.0
1978,Illinois,22,3.0
1978,Illinois,23,4.0
1978,Illinois,24,4.0
1978,Indiana,1,4.0
1978,Indiana,2,4.0
1978,Indiana,3,4.0
1978,Indiana,4,0.0
1978,Indiana,5,0.0
1978,Indiana,6,4.0
1978,Indiana,7,0.0
1978,Indiana,8,3.0
1978,Indiana,9,4.0
1978,Indiana,10,4.0
1978,Indiana,11,4.0
1978,Iowa,1,0.0
1978,Iowa,2,3.0
1978,Iowa,3,0.0
1978,Iowa,4,4.0
1978,Iowa,5,4.0
1978,Iowa,6,4.0
1978,Kansas,1,0.0
